sentence,gold_pos,gold_dependencies
This service was great.,"[('This', 'JJ'), ('service', 'RB'), ('was', 'VB'), ('great.', 'PRP')]","[('was', 'great.', 'obj'), ('was', 'great.', 'nsubj'), ('great.', 'This', 'obj'), ('This', 'great.', 'root')]"
This design was terrible.,"[('This', 'DT'), ('design', 'DT'), ('was', 'JJ'), ('terrible.', 'DT')]","[('terrible.', 'design', 'nsubj'), ('This', 'was', 'obj'), ('was', 'design', 'root'), ('terrible.', 'This', 'nsubj')]"
This service looks great.,"[('This', 'RB'), ('service', 'NN'), ('looks', 'JJ'), ('great.', 'VB')]","[('looks', 'This', 'obj'), ('service', 'great.', 'root'), ('This', 'great.', 'root'), ('service', 'looks', 'nsubj')]"
This design looks awful.,"[('This', 'NN'), ('design', 'NN'), ('looks', 'DT'), ('awful.', 'RB')]","[('awful.', 'design', 'root'), ('This', 'awful.', 'nsubj'), ('looks', 'This', 'obj'), ('This', 'This', 'obj')]"
This service feels innovative.,"[('This', 'VB'), ('service', 'PRP'), ('feels', 'RB'), ('innovative.', 'RB')]","[('This', 'feels', 'obj'), ('innovative.', 'innovative.', 'root'), ('feels', 'This', 'nsubj'), ('service', 'service', 'obj')]"
The movie looks amazing.,"[('The', 'RB'), ('movie', 'PRP'), ('looks', 'PRP'), ('amazing.', 'RB')]","[('movie', 'movie', 'obj'), ('looks', 'amazing.', 'nsubj'), ('The', 'amazing.', 'root'), ('The', 'amazing.', 'obj')]"
The app looks great.,"[('The', 'DT'), ('app', 'NN'), ('looks', 'RB'), ('great.', 'PRP')]","[('great.', 'app', 'nsubj'), ('The', 'looks', 'obj'), ('app', 'great.', 'root'), ('great.', 'The', 'obj')]"
This design looks awful.,"[('This', 'PRP'), ('design', 'DT'), ('looks', 'VB'), ('awful.', 'JJ')]","[('awful.', 'awful.', 'obj'), ('design', 'This', 'root'), ('awful.', 'This', 'root'), ('This', 'looks', 'obj')]"
This design looks amazing.,"[('This', 'DT'), ('design', 'NN'), ('looks', 'RB'), ('amazing.', 'DT')]","[('design', 'looks', 'nsubj'), ('amazing.', 'looks', 'nsubj'), ('design', 'amazing.', 'root'), ('This', 'looks', 'root')]"
The movie was terrible.,"[('The', 'RB'), ('movie', 'NN'), ('was', 'PRP'), ('terrible.', 'DT')]","[('was', 'terrible.', 'nsubj'), ('The', 'was', 'obj'), ('terrible.', 'terrible.', 'nsubj'), ('terrible.', 'movie', 'root')]"
The product looks innovative.,"[('The', 'DT'), ('product', 'NN'), ('looks', 'RB'), ('innovative.', 'JJ')]","[('looks', 'product', 'nsubj'), ('looks', 'looks', 'nsubj'), ('looks', 'product', 'root'), ('product', 'The', 'nsubj')]"
The movie seems terrible.,"[('The', 'DT'), ('movie', 'JJ'), ('seems', 'NN'), ('terrible.', 'RB')]","[('terrible.', 'seems', 'nsubj'), ('The', 'The', 'nsubj'), ('movie', 'terrible.', 'root'), ('seems', 'The', 'root')]"
The movie is awful.,"[('The', 'VB'), ('movie', 'VB'), ('is', 'PRP'), ('awful.', 'RB')]","[('movie', 'movie', 'nsubj'), ('awful.', 'The', 'obj'), ('awful.', 'awful.', 'root'), ('The', 'is', 'nsubj')]"
This service is fantastic.,"[('This', 'NN'), ('service', 'JJ'), ('is', 'NN'), ('fantastic.', 'DT')]","[('is', 'is', 'root'), ('is', 'fantastic.', 'obj'), ('service', 'service', 'nsubj'), ('fantastic.', 'fantastic.', 'nsubj')]"
This design seems boring.,"[('This', 'JJ'), ('design', 'RB'), ('seems', 'VB'), ('boring.', 'PRP')]","[('seems', 'boring.', 'obj'), ('seems', 'design', 'nsubj'), ('design', 'seems', 'obj'), ('boring.', 'design', 'obj')]"
The app feels innovative.,"[('The', 'JJ'), ('app', 'VB'), ('feels', 'JJ'), ('innovative.', 'DT')]","[('feels', 'feels', 'obj'), ('innovative.', 'The', 'root'), ('app', 'The', 'obj'), ('app', 'app', 'obj')]"
This design seems awful.,"[('This', 'JJ'), ('design', 'VB'), ('seems', 'NN'), ('awful.', 'JJ')]","[('design', 'This', 'nsubj'), ('seems', 'This', 'obj'), ('seems', 'awful.', 'nsubj'), ('awful.', 'awful.', 'nsubj')]"
The product seems great.,"[('The', 'PRP'), ('product', 'RB'), ('seems', 'NN'), ('great.', 'NN')]","[('product', 'great.', 'obj'), ('seems', 'great.', 'root'), ('product', 'The', 'obj'), ('seems', 'The', 'root')]"
The product was awful.,"[('The', 'DT'), ('product', 'RB'), ('was', 'JJ'), ('awful.', 'PRP')]","[('product', 'awful.', 'obj'), ('awful.', 'The', 'obj'), ('The', 'was', 'obj'), ('awful.', 'product', 'root')]"
This service feels great.,"[('This', 'NN'), ('service', 'PRP'), ('feels', 'NN'), ('great.', 'VB')]","[('service', 'This', 'obj'), ('service', 'feels', 'root'), ('This', 'feels', 'obj'), ('great.', 'feels', 'nsubj')]"
The movie was awful.,"[('The', 'NN'), ('movie', 'DT'), ('was', 'DT'), ('awful.', 'NN')]","[('awful.', 'awful.', 'nsubj'), ('awful.', 'awful.', 'obj'), ('awful.', 'The', 'obj'), ('movie', 'The', 'root')]"
The experience is terrible.,"[('The', 'JJ'), ('experience', 'PRP'), ('is', 'NN'), ('terrible.', 'NN')]","[('The', 'is', 'root'), ('The', 'is', 'root'), ('is', 'is', 'nsubj'), ('experience', 'is', 'nsubj')]"
This design feels fantastic.,"[('This', 'PRP'), ('design', 'JJ'), ('feels', 'NN'), ('fantastic.', 'RB')]","[('fantastic.', 'feels', 'root'), ('This', 'This', 'obj'), ('fantastic.', 'fantastic.', 'nsubj'), ('design', 'fantastic.', 'nsubj')]"
The experience feels amazing.,"[('The', 'RB'), ('experience', 'JJ'), ('feels', 'JJ'), ('amazing.', 'DT')]","[('feels', 'feels', 'root'), ('amazing.', 'experience', 'nsubj'), ('amazing.', 'The', 'root'), ('The', 'amazing.', 'nsubj')]"
This design feels innovative.,"[('This', 'RB'), ('design', 'NN'), ('feels', 'PRP'), ('innovative.', 'NN')]","[('This', 'design', 'obj'), ('innovative.', 'feels', 'nsubj'), ('feels', 'innovative.', 'root'), ('This', 'innovative.', 'nsubj')]"
This service seems mediocre.,"[('This', 'DT'), ('service', 'PRP'), ('seems', 'VB'), ('mediocre.', 'RB')]","[('service', 'This', 'obj'), ('mediocre.', 'service', 'obj'), ('service', 'This', 'root'), ('mediocre.', 'This', 'obj')]"
The app looks terrible.,"[('The', 'JJ'), ('app', 'JJ'), ('looks', 'PRP'), ('terrible.', 'PRP')]","[('The', 'app', 'obj'), ('terrible.', 'app', 'obj'), ('terrible.', 'The', 'root'), ('app', 'terrible.', 'obj')]"
This design was great.,"[('This', 'VB'), ('design', 'DT'), ('was', 'PRP'), ('great.', 'PRP')]","[('was', 'was', 'root'), ('design', 'great.', 'root'), ('design', 'design', 'obj'), ('great.', 'This', 'obj')]"
The product looks fantastic.,"[('The', 'NN'), ('product', 'RB'), ('looks', 'RB'), ('fantastic.', 'RB')]","[('product', 'The', 'nsubj'), ('looks', 'The', 'obj'), ('The', 'product', 'nsubj'), ('looks', 'product', 'nsubj')]"
The product looks boring.,"[('The', 'DT'), ('product', 'NN'), ('looks', 'JJ'), ('boring.', 'PRP')]","[('The', 'boring.', 'obj'), ('looks', 'product', 'root'), ('The', 'The', 'nsubj'), ('looks', 'looks', 'root')]"
This service feels innovative.,"[('This', 'DT'), ('service', 'NN'), ('feels', 'JJ'), ('innovative.', 'VB')]","[('innovative.', 'innovative.', 'nsubj'), ('innovative.', 'feels', 'nsubj'), ('This', 'feels', 'root'), ('feels', 'This', 'nsubj')]"
This design looks amazing.,"[('This', 'VB'), ('design', 'DT'), ('looks', 'VB'), ('amazing.', 'PRP')]","[('looks', 'This', 'root'), ('design', 'amazing.', 'root'), ('looks', 'This', 'root'), ('design', 'looks', 'nsubj')]"
This design feels boring.,"[('This', 'RB'), ('design', 'RB'), ('feels', 'PRP'), ('boring.', 'JJ')]","[('feels', 'boring.', 'obj'), ('boring.', 'boring.', 'nsubj'), ('This', 'boring.', 'root'), ('feels', 'boring.', 'root')]"
This service seems awful.,"[('This', 'JJ'), ('service', 'PRP'), ('seems', 'PRP'), ('awful.', 'VB')]","[('This', 'seems', 'nsubj'), ('service', 'awful.', 'root'), ('seems', 'This', 'obj'), ('This', 'seems', 'root')]"
The experience is terrible.,"[('The', 'NN'), ('experience', 'PRP'), ('is', 'DT'), ('terrible.', 'PRP')]","[('experience', 'is', 'obj'), ('experience', 'is', 'obj'), ('is', 'is', 'root'), ('terrible.', 'The', 'obj')]"
The product feels awful.,"[('The', 'NN'), ('product', 'PRP'), ('feels', 'DT'), ('awful.', 'DT')]","[('awful.', 'awful.', 'nsubj'), ('The', 'awful.', 'nsubj'), ('product', 'feels', 'nsubj'), ('awful.', 'The', 'obj')]"
This service is mediocre.,"[('This', 'DT'), ('service', 'JJ'), ('is', 'NN'), ('mediocre.', 'NN')]","[('This', 'service', 'obj'), ('This', 'mediocre.', 'nsubj'), ('service', 'is', 'obj'), ('mediocre.', 'This', 'nsubj')]"
The app seems amazing.,"[('The', 'VB'), ('app', 'VB'), ('seems', 'RB'), ('amazing.', 'RB')]","[('app', 'The', 'nsubj'), ('amazing.', 'The', 'nsubj'), ('amazing.', 'amazing.', 'root'), ('seems', 'app', 'obj')]"
This service feels great.,"[('This', 'NN'), ('service', 'NN'), ('feels', 'VB'), ('great.', 'VB')]","[('service', 'This', 'root'), ('service', 'great.', 'nsubj'), ('feels', 'service', 'nsubj'), ('This', 'feels', 'obj')]"
This service is amazing.,"[('This', 'PRP'), ('service', 'RB'), ('is', 'VB'), ('amazing.', 'JJ')]","[('service', 'is', 'obj'), ('amazing.', 'is', 'obj'), ('amazing.', 'amazing.', 'nsubj'), ('service', 'This', 'obj')]"
This service was amazing.,"[('This', 'NN'), ('service', 'RB'), ('was', 'PRP'), ('amazing.', 'PRP')]","[('service', 'This', 'nsubj'), ('service', 'This', 'root'), ('amazing.', 'was', 'nsubj'), ('amazing.', 'amazing.', 'nsubj')]"
The product is innovative.,"[('The', 'NN'), ('product', 'PRP'), ('is', 'VB'), ('innovative.', 'JJ')]","[('innovative.', 'is', 'nsubj'), ('innovative.', 'is', 'nsubj'), ('innovative.', 'The', 'nsubj'), ('The', 'innovative.', 'obj')]"
This service feels great.,"[('This', 'DT'), ('service', 'DT'), ('feels', 'PRP'), ('great.', 'RB')]","[('service', 'feels', 'obj'), ('great.', 'feels', 'root'), ('service', 'feels', 'nsubj'), ('great.', 'feels', 'nsubj')]"
The product was awful.,"[('The', 'VB'), ('product', 'VB'), ('was', 'NN'), ('awful.', 'JJ')]","[('awful.', 'product', 'obj'), ('product', 'The', 'root'), ('product', 'The', 'obj'), ('awful.', 'product', 'obj')]"
The experience looks great.,"[('The', 'PRP'), ('experience', 'NN'), ('looks', 'JJ'), ('great.', 'PRP')]","[('looks', 'looks', 'obj'), ('looks', 'great.', 'obj'), ('The', 'looks', 'root'), ('experience', 'experience', 'obj')]"
The movie is mediocre.,"[('The', 'JJ'), ('movie', 'NN'), ('is', 'NN'), ('mediocre.', 'NN')]","[('mediocre.', 'mediocre.', 'root'), ('The', 'is', 'nsubj'), ('The', 'movie', 'nsubj'), ('mediocre.', 'mediocre.', 'obj')]"
This service feels innovative.,"[('This', 'VB'), ('service', 'RB'), ('feels', 'VB'), ('innovative.', 'JJ')]","[('innovative.', 'service', 'obj'), ('service', 'service', 'nsubj'), ('service', 'service', 'root'), ('service', 'feels', 'nsubj')]"
The experience is great.,"[('The', 'VB'), ('experience', 'VB'), ('is', 'RB'), ('great.', 'JJ')]","[('experience', 'experience', 'nsubj'), ('great.', 'The', 'obj'), ('The', 'is', 'nsubj'), ('The', 'experience', 'obj')]"
The app looks terrible.,"[('The', 'VB'), ('app', 'JJ'), ('looks', 'PRP'), ('terrible.', 'RB')]","[('The', 'The', 'nsubj'), ('The', 'terrible.', 'nsubj'), ('app', 'app', 'nsubj'), ('looks', 'looks', 'root')]"
This design was terrible.,"[('This', 'JJ'), ('design', 'JJ'), ('was', 'JJ'), ('terrible.', 'PRP')]","[('terrible.', 'This', 'root'), ('terrible.', 'design', 'obj'), ('was', 'This', 'nsubj'), ('design', 'was', 'nsubj')]"
The app feels fantastic.,"[('The', 'RB'), ('app', 'RB'), ('feels', 'VB'), ('fantastic.', 'JJ')]","[('feels', 'feels', 'root'), ('app', 'The', 'nsubj'), ('feels', 'feels', 'obj'), ('app', 'app', 'root')]"
The product was boring.,"[('The', 'NN'), ('product', 'DT'), ('was', 'RB'), ('boring.', 'DT')]","[('product', 'The', 'nsubj'), ('product', 'boring.', 'root'), ('was', 'boring.', 'nsubj'), ('product', 'The', 'root')]"
The experience looks mediocre.,"[('The', 'VB'), ('experience', 'RB'), ('looks', 'PRP'), ('mediocre.', 'JJ')]","[('The', 'experience', 'nsubj'), ('mediocre.', 'looks', 'nsubj'), ('mediocre.', 'looks', 'nsubj'), ('experience', 'experience', 'root')]"
This service seems mediocre.,"[('This', 'NN'), ('service', 'PRP'), ('seems', 'VB'), ('mediocre.', 'JJ')]","[('seems', 'service', 'obj'), ('service', 'seems', 'obj'), ('service', 'This', 'root'), ('mediocre.', 'seems', 'root')]"
This service seems amazing.,"[('This', 'NN'), ('service', 'PRP'), ('seems', 'DT'), ('amazing.', 'DT')]","[('This', 'service', 'obj'), ('amazing.', 'seems', 'nsubj'), ('seems', 'amazing.', 'nsubj'), ('This', 'service', 'root')]"
The experience was amazing.,"[('The', 'PRP'), ('experience', 'VB'), ('was', 'JJ'), ('amazing.', 'RB')]","[('amazing.', 'amazing.', 'root'), ('The', 'experience', 'nsubj'), ('experience', 'The', 'obj'), ('experience', 'was', 'obj')]"
The experience looks innovative.,"[('The', 'VB'), ('experience', 'VB'), ('looks', 'JJ'), ('innovative.', 'VB')]","[('The', 'looks', 'root'), ('looks', 'The', 'root'), ('The', 'experience', 'nsubj'), ('looks', 'experience', 'nsubj')]"
This service looks fantastic.,"[('This', 'VB'), ('service', 'PRP'), ('looks', 'NN'), ('fantastic.', 'JJ')]","[('fantastic.', 'looks', 'root'), ('fantastic.', 'fantastic.', 'root'), ('fantastic.', 'looks', 'nsubj'), ('looks', 'This', 'nsubj')]"
The app feels great.,"[('The', 'DT'), ('app', 'VB'), ('feels', 'DT'), ('great.', 'JJ')]","[('The', 'feels', 'obj'), ('app', 'feels', 'root'), ('feels', 'app', 'obj'), ('feels', 'great.', 'root')]"
The app looks great.,"[('The', 'DT'), ('app', 'DT'), ('looks', 'DT'), ('great.', 'NN')]","[('The', 'great.', 'obj'), ('app', 'great.', 'obj'), ('The', 'app', 'nsubj'), ('app', 'app', 'obj')]"
This service was terrible.,"[('This', 'NN'), ('service', 'RB'), ('was', 'NN'), ('terrible.', 'RB')]","[('was', 'service', 'obj'), ('was', 'terrible.', 'root'), ('service', 'terrible.', 'root'), ('was', 'This', 'nsubj')]"
The experience is great.,"[('The', 'NN'), ('experience', 'PRP'), ('is', 'VB'), ('great.', 'NN')]","[('The', 'The', 'obj'), ('great.', 'The', 'nsubj'), ('is', 'The', 'nsubj'), ('great.', 'experience', 'nsubj')]"
The app was great.,"[('The', 'RB'), ('app', 'NN'), ('was', 'VB'), ('great.', 'DT')]","[('was', 'The', 'root'), ('was', 'app', 'nsubj'), ('The', 'app', 'obj'), ('The', 'app', 'root')]"
The app is mediocre.,"[('The', 'NN'), ('app', 'DT'), ('is', 'VB'), ('mediocre.', 'JJ')]","[('is', 'is', 'root'), ('The', 'mediocre.', 'obj'), ('mediocre.', 'The', 'nsubj'), ('app', 'The', 'obj')]"
This service was mediocre.,"[('This', 'RB'), ('service', 'JJ'), ('was', 'NN'), ('mediocre.', 'NN')]","[('service', 'mediocre.', 'nsubj'), ('mediocre.', 'mediocre.', 'nsubj'), ('mediocre.', 'was', 'obj'), ('mediocre.', 'service', 'obj')]"
The movie feels mediocre.,"[('The', 'NN'), ('movie', 'NN'), ('feels', 'NN'), ('mediocre.', 'JJ')]","[('The', 'movie', 'nsubj'), ('mediocre.', 'The', 'root'), ('The', 'The', 'obj'), ('feels', 'movie', 'nsubj')]"
The product is mediocre.,"[('The', 'PRP'), ('product', 'DT'), ('is', 'VB'), ('mediocre.', 'VB')]","[('product', 'product', 'obj'), ('The', 'mediocre.', 'root'), ('is', 'mediocre.', 'obj'), ('product', 'is', 'root')]"
The app seems mediocre.,"[('The', 'NN'), ('app', 'VB'), ('seems', 'JJ'), ('mediocre.', 'DT')]","[('app', 'seems', 'nsubj'), ('mediocre.', 'mediocre.', 'root'), ('app', 'app', 'nsubj'), ('app', 'seems', 'root')]"
The app feels mediocre.,"[('The', 'VB'), ('app', 'NN'), ('feels', 'NN'), ('mediocre.', 'RB')]","[('feels', 'feels', 'obj'), ('The', 'app', 'nsubj'), ('app', 'app', 'nsubj'), ('mediocre.', 'feels', 'root')]"
This service is terrible.,"[('This', 'PRP'), ('service', 'RB'), ('is', 'PRP'), ('terrible.', 'DT')]","[('terrible.', 'is', 'root'), ('service', 'service', 'root'), ('terrible.', 'service', 'nsubj'), ('terrible.', 'terrible.', 'nsubj')]"
The app seems boring.,"[('The', 'PRP'), ('app', 'JJ'), ('seems', 'PRP'), ('boring.', 'DT')]","[('boring.', 'The', 'obj'), ('boring.', 'seems', 'nsubj'), ('seems', 'app', 'root'), ('app', 'The', 'root')]"
The product feels innovative.,"[('The', 'JJ'), ('product', 'RB'), ('feels', 'DT'), ('innovative.', 'DT')]","[('product', 'innovative.', 'obj'), ('feels', 'product', 'obj'), ('innovative.', 'product', 'obj'), ('product', 'innovative.', 'obj')]"
This design feels terrible.,"[('This', 'JJ'), ('design', 'RB'), ('feels', 'PRP'), ('terrible.', 'PRP')]","[('design', 'This', 'obj'), ('terrible.', 'feels', 'root'), ('design', 'terrible.', 'root'), ('design', 'This', 'root')]"
The movie feels awful.,"[('The', 'DT'), ('movie', 'DT'), ('feels', 'DT'), ('awful.', 'DT')]","[('The', 'The', 'nsubj'), ('movie', 'The', 'obj'), ('awful.', 'awful.', 'obj'), ('feels', 'The', 'root')]"
This service looks terrible.,"[('This', 'PRP'), ('service', 'VB'), ('looks', 'VB'), ('terrible.', 'NN')]","[('service', 'service', 'root'), ('service', 'looks', 'nsubj'), ('service', 'This', 'root'), ('terrible.', 'This', 'obj')]"
This design seems terrible.,"[('This', 'PRP'), ('design', 'RB'), ('seems', 'RB'), ('terrible.', 'NN')]","[('seems', 'terrible.', 'obj'), ('terrible.', 'This', 'nsubj'), ('seems', 'seems', 'root'), ('design', 'terrible.', 'nsubj')]"
This service feels amazing.,"[('This', 'RB'), ('service', 'RB'), ('feels', 'VB'), ('amazing.', 'NN')]","[('amazing.', 'This', 'root'), ('This', 'service', 'nsubj'), ('amazing.', 'feels', 'root'), ('This', 'service', 'obj')]"
This service seems boring.,"[('This', 'VB'), ('service', 'JJ'), ('seems', 'PRP'), ('boring.', 'NN')]","[('boring.', 'This', 'nsubj'), ('service', 'service', 'nsubj'), ('boring.', 'boring.', 'nsubj'), ('This', 'service', 'nsubj')]"
The experience feels fantastic.,"[('The', 'PRP'), ('experience', 'RB'), ('feels', 'RB'), ('fantastic.', 'DT')]","[('feels', 'feels', 'obj'), ('feels', 'experience', 'root'), ('fantastic.', 'fantastic.', 'nsubj'), ('feels', 'experience', 'nsubj')]"
This service feels terrible.,"[('This', 'DT'), ('service', 'VB'), ('feels', 'PRP'), ('terrible.', 'RB')]","[('feels', 'terrible.', 'obj'), ('service', 'terrible.', 'nsubj'), ('This', 'service', 'root'), ('This', 'feels', 'root')]"
The movie feels terrible.,"[('The', 'VB'), ('movie', 'JJ'), ('feels', 'JJ'), ('terrible.', 'NN')]","[('The', 'terrible.', 'nsubj'), ('movie', 'feels', 'nsubj'), ('movie', 'movie', 'obj'), ('movie', 'The', 'obj')]"
The product seems boring.,"[('The', 'JJ'), ('product', 'VB'), ('seems', 'NN'), ('boring.', 'PRP')]","[('seems', 'The', 'root'), ('boring.', 'seems', 'obj'), ('boring.', 'boring.', 'obj'), ('seems', 'The', 'obj')]"
The movie was innovative.,"[('The', 'DT'), ('movie', 'NN'), ('was', 'JJ'), ('innovative.', 'VB')]","[('innovative.', 'was', 'root'), ('The', 'innovative.', 'obj'), ('innovative.', 'was', 'obj'), ('movie', 'The', 'root')]"
This design seems mediocre.,"[('This', 'RB'), ('design', 'JJ'), ('seems', 'DT'), ('mediocre.', 'RB')]","[('mediocre.', 'mediocre.', 'obj'), ('This', 'seems', 'nsubj'), ('mediocre.', 'seems', 'nsubj'), ('design', 'seems', 'nsubj')]"
The app seems fantastic.,"[('The', 'VB'), ('app', 'VB'), ('seems', 'RB'), ('fantastic.', 'JJ')]","[('fantastic.', 'app', 'root'), ('app', 'seems', 'obj'), ('seems', 'seems', 'root'), ('seems', 'seems', 'nsubj')]"
This design feels fantastic.,"[('This', 'NN'), ('design', 'PRP'), ('feels', 'JJ'), ('fantastic.', 'RB')]","[('design', 'feels', 'obj'), ('fantastic.', 'feels', 'obj'), ('This', 'fantastic.', 'nsubj'), ('This', 'fantastic.', 'nsubj')]"
The experience is terrible.,"[('The', 'JJ'), ('experience', 'VB'), ('is', 'NN'), ('terrible.', 'RB')]","[('experience', 'The', 'root'), ('terrible.', 'is', 'nsubj'), ('terrible.', 'terrible.', 'obj'), ('terrible.', 'is', 'root')]"
This service seems fantastic.,"[('This', 'RB'), ('service', 'NN'), ('seems', 'DT'), ('fantastic.', 'JJ')]","[('This', 'seems', 'nsubj'), ('seems', 'fantastic.', 'nsubj'), ('seems', 'seems', 'obj'), ('This', 'fantastic.', 'obj')]"
This design was amazing.,"[('This', 'RB'), ('design', 'PRP'), ('was', 'PRP'), ('amazing.', 'NN')]","[('design', 'design', 'root'), ('design', 'This', 'nsubj'), ('design', 'This', 'nsubj'), ('This', 'was', 'nsubj')]"
The app is mediocre.,"[('The', 'DT'), ('app', 'DT'), ('is', 'RB'), ('mediocre.', 'RB')]","[('The', 'is', 'root'), ('mediocre.', 'The', 'nsubj'), ('app', 'is', 'obj'), ('mediocre.', 'The', 'root')]"
The experience was mediocre.,"[('The', 'DT'), ('experience', 'NN'), ('was', 'JJ'), ('mediocre.', 'DT')]","[('experience', 'The', 'nsubj'), ('experience', 'experience', 'root'), ('was', 'The', 'obj'), ('The', 'was', 'obj')]"
This service is terrible.,"[('This', 'NN'), ('service', 'JJ'), ('is', 'NN'), ('terrible.', 'VB')]","[('service', 'service', 'root'), ('This', 'terrible.', 'root'), ('service', 'This', 'nsubj'), ('is', 'service', 'obj')]"
